Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,paint_color,Brand_id,Model_id,Fuel_Type_id,Transmission_id,Owner_Type_id,paint_color_id
Hyundai,Creta,2016,28000,Diesel,Manual,First,20,1582,5,1375000,black,10,53,1,1,0,0
Maruti,A-Star,2010,67000,Petrol,Manual,First,19,998,5,200000,blue,18,8,4,1,0,1
Renault,Duster,2016,26000,Diesel,Manual,First,20,1461,5,1000000,grey,24,57,1,1,0,5
Fiat,Grande,2010,120000,Diesel,Manual,First,18,1248,5,165000,black,6,92,1,1,0,0
BMW,X3,2017,51982,Diesel,Automatic,First,17,2993,5,4577000,black,2,192,1,0,0,0
Hyundai,i10,2010,36000,Petrol,Manual,Second,20,1197,5,325000,black,10,209,4,1,2,0
Toyota,Innova,2016,47000,Diesel,Manual,First,13,2494,7,1280000,red,28,98,1,1,0,8
Maruti,Zen,2002,60000,Petrol,Manual,Third,17,993,5,55000,silver,18,207,4,1,3,9
Maruti,Swift,2018,31025,Diesel,Manual,First,28,1248,5,715000,white,18,169,1,1,0,10
Mahindra,Scorpio,2013,105000,Diesel,Manual,Second,12,2179,8,700000,white,17,161,1,1,2,10
Tata,Zest,2017,121900,Diesel,Manual,First,23,1248,5,375000,brown,27,208,1,1,0,2
Ford,EcoSport,2017,22695,Petrol,Manual,First,19,999,5,850000,black,8,62,4,1,0,0
Maruti,Swift,2012,73000,Diesel,Manual,First,23,1248,5,434999,black,18,169,1,1,0,0
Maruti,Alto,2016,32227,Petrol,Manual,First,23,796,5,326000,black,18,15,4,1,0,0
Honda,City,2011,55000,Petrol,Manual,First,17,1497,5,421000,red,9,44,4,1,0,8
Audi,Q7,2018,11287,Diesel,Automatic,First,12,2967,7,7036000,red,1,137,1,0,0,8
Skoda,Laura,2009,48000,Diesel,Automatic,Second,17,1896,5,295000,red,25,106,1,0,2,8
Hyundai,Verna,2012,54308,Petrol,Manual,First,17,1591,5,428000,red,10,184,4,1,0,8
Honda,City,2009,78442,Petrol,Automatic,First,17,1497,5,357000,red,9,44,4,0,0,8
Hyundai,i20,2013,46000,Diesel,Manual,First,22,1396,5,311000,black,10,210,1,1,0,0
Hyundai,i20,2014,45051,Petrol,Automatic,First,15,1396,5,596000,black,10,210,4,0,0,0
Volkswagen,Vento,2011,69000,Diesel,Manual,First,21,1598,5,470000,blue,29,181,1,1,0,1
Honda,City,2014,49000,Petrol,Manual,First,17,1497,5,690000,red,9,44,4,1,0,8
Tata,Zest,2018,45000,Diesel,Manual,First,23,1248,5,525000,black,27,208,1,1,0,0
BMW,5,2015,64000,Diesel,Automatic,First,18,1995,5,2800000,silver,2,3,1,0,0,9
Maruti,Wagon R,2009,60000,Petrol,Manual,First,19,1061,5,135000,black,18,189,4,1,0,0
Honda,Jazz,2015,62178,Petrol,Manual,First,18,1199,5,484999,black,9,99,4,1,0,0
Volkswagen,Jetta,2012,58006,Diesel,Manual,First,15,1896,5,670000,black,29,101,1,1,0,0
Hyundai,i10,2010,74000,Petrol,Manual,First,20,1197,5,310000,blue,10,209,4,1,0,1
Mercedes-Benz,New,2015,77771,Diesel,Automatic,First,19,2143,5,1864000,silver,19,118,1,0,0,9
Hyundai,i10,2012,45275,Petrol,Manual,First,20,1197,5,280000,white,10,209,4,1,0,10
Toyota,Innova,2016,48000,Diesel,Manual,First,14,2393,7,2025000,white,28,98,1,1,0,10
Audi,A6,2015,31652,Diesel,Automatic,First,18,1968,5,2678000,blue,1,11,1,0,0,1
Toyota,Innova,2010,109000,Diesel,Manual,Second,13,2494,7,826000,black,28,98,1,1,2,0
Volkswagen,Polo,2015,31978,Petrol,Manual,First,16,1198,5,389000,black,29,131,4,1,0,0
Maruti,Alto,2011,70000,Petrol,Manual,First,21,998,5,210000,black,18,15,4,1,0,0
Honda,City,2017,15000,Petrol,Automatic,First,18,1497,5,1269000,red,9,44,4,0,0,8
Tata,Indigo,2013,59138,Diesel,Manual,First,17,1405,5,258000,red,27,97,1,1,0,8
Audi,A6,2014,61726,Diesel,Automatic,First,18,1968,5,2077000,red,1,11,1,0,0,8
Mercedes-Benz,GLA,2015,48000,Diesel,Automatic,First,18,2143,5,2026000,red,19,84,1,0,0,8
Hyundai,Santro,2006,58000,Petrol,Manual,Second,0,1086,5,150000,red,10,159,4,1,2,8
Maruti,Swift,2011,60020,Diesel,Manual,First,18,1248,5,250000,red,18,169,1,1,0,8
Maruti,Celerio,2014,77815,Petrol,Automatic,First,23,998,5,425000,red,18,42,4,0,0,8
Mercedes-Benz,GLE,2017,29000,Diesel,Automatic,First,18,2143,5,5700000,red,19,86,1,0,0,8
Land,Rover,2017,44000,Diesel,Automatic,First,13,2179,5,4400000,red,16,146,1,0,0,8
Volkswagen,Vento,2011,108626,Diesel,Manual,First,21,1598,5,365000,red,29,181,1,1,0,8
Maruti,Omni,2012,71791,Petrol,Manual,First,14,796,5,204999,silver,18,122,4,1,0,9
Honda,Brio,2012,91931,Petrol,Manual,First,19,1198,5,313000,silver,9,31,4,1,0,9
Tata,Sumo,2000,158000,Diesel,Manual,Second,14,2956,7,150000,white,27,166,1,1,2,10
Tata,Indica,2012,91183,Diesel,Manual,First,18,1248,5,285000,white,27,96,1,1,0,10
Maruti,Wagon R,2012,65000,Petrol,Manual,First,19,998,5,265000,white,18,189,4,1,0,10
Mahindra,XUV500,2015,88428,Diesel,Manual,First,16,2179,7,1060000,white,17,201,1,1,0,10
Tata,Indigo,2008,138000,Diesel,Manual,Second,17,1396,5,125000,grey,27,97,1,1,2,5
Maruti,Ertiga,2018,18000,Petrol,Manual,First,16,1373,7,825000,black,18,69,4,1,0,0
Honda,Aord,2011,60000,Petrol,Automatic,First,12,2354,5,445000,black,9,18,4,0,0,0
Maruti,Swift,2012,48000,Diesel,Manual,First,19,1248,5,370000,black,18,169,1,1,0,0
Ford,Fiesta,2009,160000,Diesel,Manual,First,18,1399,5,280000,yellow,8,76,1,1,0,11
Honda,City,2008,40000,Petrol,Manual,First,18,1497,5,180000,yellow,9,44,4,1,0,11
Audi,A6,2014,51495,Diesel,Automatic,First,18,1968,5,2195000,yellow,1,11,1,0,0,11
BMW,6,2011,30000,Diesel,Automatic,First,10,2993,4,4900000,yellow,2,4,1,0,0,11
Audi,Q7,2017,97430,Diesel,Automatic,First,15,2967,7,6267000,yellow,1,137,1,0,0,11
Maruti,Zen,2008,42496,CNG,Manual,First,26,998,5,140000,yellow,18,207,0,1,0,11
Hyundai,i20,2012,83000,Diesel,Manual,First,23,1396,5,550000,green,10,210,1,1,0,4
Hyundai,i10,2009,37000,Petrol,Automatic,Third,17,1197,5,295000,grey,10,209,4,0,3,5
Honda,Jazz,2016,28503,Petrol,Automatic,First,19,1199,5,686000,white,9,99,4,0,0,10
Maruti,Swift,2015,76496,Diesel,Manual,First,25,1248,5,615000,blue,18,169,1,1,0,1
Hyundai,i20,2011,79152,Petrol,Manual,Second,19,1197,5,330000,blue,10,210,4,1,2,1
Volkswagen,Polo,2011,32000,Petrol,Manual,First,16,1198,5,254999,custom,29,131,4,1,0,3
Maruti,Alto,2009,35000,Petrol,Manual,First,20,796,5,150000,custom,18,15,4,1,0,3
Toyota,Corolla,2004,105000,Petrol,Automatic,Second,11,1794,5,250000,white,28,51,4,0,2,10
Maruti,Alto,2006,56000,Petrol,Manual,Second,20,796,5,140000,white,18,15,4,1,2,10
Tata,Manza,2012,73000,Diesel,Manual,First,21,1248,5,340000,white,27,112,1,1,0,10
Maruti,Alto,2012,38000,Petrol,Manual,First,20,796,5,225000,silver,18,15,4,1,0,9
Skoda,Octavia,2013,775000,Diesel,Automatic,First,19,1968,5,750000,silver,25,121,1,0,0,9
Toyota,Corolla,2008,80000,Petrol,Automatic,First,11,1794,5,280000,red,28,51,4,0,0,8
Hyundai,i20,2016,24973,Petrol,Manual,First,19,1197,5,766000,blue,10,210,4,1,0,1
Maruti,Vitara,2016,45000,Diesel,Manual,First,24,1248,5,715000,silver,18,186,1,1,0,9
Honda,City,2010,87430,Petrol,Manual,First,17,1497,5,350000,silver,9,44,4,1,0,9
Tata,Indica,2014,133944,Diesel,Manual,Second,18,1248,5,350000,silver,27,96,1,1,2,9
Honda,Amaze,2013,57000,Diesel,Manual,First,26,1498,5,345000,grey,9,16,1,1,0,5
Hyundai,EON,2016,27904,Petrol,Manual,First,21,814,5,355000,grey,10,61,4,1,0,5
BMW,3,2015,30717,Diesel,Automatic,Second,22,1995,5,2599000,grey,2,2,1,0,2,5
Hyundai,Verna,2012,80000,Diesel,Manual,First,22,1582,5,525000,black,10,184,1,1,0,0
Tata,Manza,2013,47304,Diesel,Manual,First,21,1248,5,290000,brown,27,112,1,1,0,2
Skoda,Octavia,2005,100000,Petrol,Automatic,First,14,1984,5,204999,white,25,121,4,0,0,10
Maruti,Alto,2017,30000,Petrol,Manual,First,24,998,5,375000,red,18,15,4,1,0,8
Ford,Ecosport,2014,68000,Diesel,Manual,First,23,1498,5,675000,red,8,63,1,1,0,8
Chevrolet,Spark,2011,21000,Petrol,Manual,Second,18,995,5,95000,red,4,164,4,1,2,8
Jaguar,XF,2017,21000,Diesel,Automatic,First,19,1999,5,5200000,silver,13,198,1,0,0,9
Honda,CR-V,2007,119000,Petrol,Manual,Third,13,1997,5,391000,silver,9,35,4,1,3,9
Skoda,Superb,2019,13747,Petrol,Automatic,First,15,1798,5,2730000,silver,25,168,4,0,0,9
Hyundai,i10,2009,620000,Petrol,Manual,First,20,1197,5,270000,black,10,209,4,1,0,0
Maruti,Swift,2013,70000,Diesel,Manual,First,23,1248,5,350000,white,18,169,1,1,0,10
Maruti,Swift,2016,18000,Petrol,Automatic,First,19,1197,5,620000,white,18,169,4,0,0,10
Nissan,Micra,2011,83000,Diesel,Manual,First,23,1461,5,275000,black,22,113,1,1,0,0
Maruti,Swift,2015,130000,Diesel,Manual,First,23,1248,5,325000,black,18,169,1,1,0,0
Ford,Fiesta,2012,63400,Diesel,Manual,First,18,1399,5,325000,black,8,76,1,1,0,0
Maruti,Zen,2003,65000,Petrol,Manual,First,17,993,5,65000,orange,18,207,4,1,0,6
Mini,Clubman,2017,8350,Petrol,Manual,First,14,1998,5,3500000,black,20,47,4,1,0,0
Toyota,Etios,2014,45000,Diesel,Manual,First,24,1364,5,325000,silver,28,72,1,1,0,9
Maruti,Alto,2018,26200,Petrol,Manual,First,25,796,5,290000,silver,18,15,4,1,0,9
Maruti,Alto,2011,11000,Petrol,Manual,Third,19,796,5,290000,white,18,15,4,1,3,10
BMW,X5,2009,90000,Diesel,Automatic,Second,11,2993,5,1775000,black,2,193,1,0,2,0
Nissan,Teana,2015,74000,Petrol,Automatic,Second,11,2496,5,825000,black,22,173,4,0,2,0
Hyundai,Grand,2015,37081,Petrol,Automatic,First,19,1197,5,577000,black,10,91,4,0,0,0
Maruti,Vitara,2017,39000,Diesel,Manual,First,24,1248,5,949000,blue,18,186,1,1,0,1
Audi,Q7,2008,99000,Diesel,Automatic,Third,12,2967,7,1295000,blue,1,137,1,0,3,1
Mercedes-Benz,GLA,2015,38000,Diesel,Automatic,First,18,2143,5,2000000,blue,19,84,1,0,0,1
Maruti,800,2007,72000,Petrol,Manual,Third,16,796,4,100000,blue,18,6,4,1,3,1
Renault,Duster,2015,93000,Diesel,Manual,Second,20,1461,5,710000,blue,24,57,1,1,2,1
Toyota,Corolla,2017,5900,Diesel,Manual,First,21,1364,5,1650000,blue,28,51,1,1,0,1
Mercedes-Benz,New,2014,25000,Diesel,Manual,First,16,2148,5,2600000,blue,19,118,1,1,0,1
Maruti,Ritz,2010,68000,Diesel,Manual,Second,21,1248,5,320000,grey,18,145,1,1,2,5
Honda,BRV,2017,35676,Petrol,Automatic,First,16,1497,7,948000,grey,9,24,4,0,0,5
Hyundai,Xcent,2015,74310,Diesel,Manual,First,24,1120,5,400000,grey,10,202,1,1,0,5
Mercedes-Benz,E-Class,2014,59364,Diesel,Automatic,First,14,2143,5,2650000,grey,19,60,1,0,0,5
Mercedes-Benz,B,2014,41380,Petrol,Automatic,Second,15,1595,5,1177000,silver,19,22,4,0,2,9
Mercedes-Benz,E-Class,2017,33900,Diesel,Automatic,First,15,2143,5,3700000,silver,19,60,1,0,0,9
Honda,City,2016,28000,Petrol,Manual,First,18,1497,5,875000,white,9,44,4,1,0,10
Hyundai,Santro,2007,50958,Petrol,Manual,First,17,1086,5,195000,silver,10,159,4,1,0,9
Honda,City,2011,93982,Petrol,Manual,First,17,1497,5,375000,silver,9,44,4,1,0,9
Hyundai,Verna,2010,95000,Petrol,Manual,First,16,1599,5,250000,silver,10,184,4,1,0,9
Jaguar,XE,2017,9000,Petrol,Automatic,First,14,1999,5,3450000,silver,13,197,4,0,0,9
Honda,Amaze,2015,52516,Petrol,Manual,First,18,1198,5,465000,silver,9,16,4,1,0,9
Mini,Cooper,2015,20000,Petrol,Automatic,First,19,1598,4,3200000,blue,20,50,4,0,0,1
Mercedes-Benz,S,2017,56451,Diesel,Automatic,First,14,2987,5,6281000,blue,19,147,1,0,0,1
Hyundai,EON,2014,37000,Petrol,Manual,First,21,814,5,325000,blue,10,61,4,1,0,1
Maruti,Wagon R,2014,17400,Petrol,Manual,First,21,998,5,310000,custom,18,189,4,1,0,3
Maruti,Ritz,2011,90207,Diesel,Manual,First,21,1248,5,391000,white,18,145,1,1,0,10
BMW,3,2011,89616,Diesel,Automatic,First,16,1995,5,1100000,black,2,2,1,0,0,0
Tata,Xenon,2014,85000,Diesel,Manual,First,13,2179,5,350000,black,27,203,1,1,0,0
Audi,A3,2014,79271,Diesel,Automatic,First,20,1968,5,1650000,black,1,9,1,0,0,0
Land,Rover,2012,56000,Diesel,Automatic,First,13,2179,5,3000000,black,16,146,1,0,0,0
Mercedes-Benz,GL-Class,2010,85001,Diesel,Automatic,Second,12,2987,7,2800000,red,19,83,1,0,2,8
Mitsubishi,Pajero,2018,12000,Diesel,Automatic,First,14,2477,7,2800000,black,21,126,1,0,0,0
Maruti,Alto,2010,125000,Petrol,Manual,First,20,796,5,92000,grey,18,15,4,1,0,5
Maruti,Wagon R,2013,53000,Petrol,Manual,First,14,1061,5,275000,grey,18,189,4,1,0,5
Land,Rover,2017,34990,Diesel,Automatic,First,13,2179,5,5383000,white,16,146,1,0,0,10
Hyundai,Verna,2011,49768,Petrol,Manual,Second,17,1591,5,495000,black,10,184,4,1,2,0
BMW,5,2013,56000,Diesel,Automatic,First,17,2993,5,3350000,black,2,3,1,0,0,0
Jaguar,XF,2013,75000,Diesel,Automatic,First,15,2993,5,2795000,grey,13,198,1,0,0,5
Skoda,Superb,2010,57000,Petrol,Automatic,First,14,1798,5,725000,grey,25,168,4,0,0,5
Audi,Q3,2017,37542,Diesel,Automatic,First,16,1968,5,2571000,silver,1,135,1,0,0,9
Land,Rover,2014,95649,Diesel,Automatic,First,13,2179,5,2967000,brown,16,146,1,0,0,2
Mercedes-Benz,New,2013,35299,Diesel,Automatic,First,15,2143,5,1900000,brown,19,118,1,0,0,2
Mahindra,Scorpio,2017,28464,Diesel,Manual,First,15,2179,7,1305000,white,17,161,1,1,0,10
BMW,3,2015,41000,Diesel,Automatic,First,22,1995,5,2550000,black,2,2,1,0,0,0
Honda,BR-V,2017,9000,Petrol,Manual,First,15,1497,7,850000,black,9,23,4,1,0,0
Volvo,S80,2010,92098,Diesel,Automatic,Second,16,2400,5,725000,black,30,151,1,0,2,0
Hyundai,Aent,2005,5834,Petrol,Manual,First,13,1495,5,80000,black,10,14,4,1,0,0
Hyundai,i20,2017,40250,Petrol,Manual,First,17,1197,5,690000,black,10,210,4,1,0,0
Mercedes-Benz,GLC,2018,22397,Petrol,Automatic,First,12,2996,5,7098999,black,19,85,4,0,0,0
Hyundai,EON,2015,20800,Petrol,Manual,Second,21,814,5,225000,black,10,61,4,1,2,0
Hyundai,Grand,2018,40322,Petrol,Manual,First,19,1197,5,550000,black,10,91,4,1,0,0
Honda,City,2013,52576,Petrol,Manual,First,13,1493,5,434999,black,9,44,4,1,0,0
Volkswagen,Polo,2010,55000,Petrol,Manual,First,16,1198,5,225000,blue,29,131,4,1,0,1
Audi,A6,2016,47000,Petrol,Automatic,First,15,1798,5,2450000,blue,1,11,4,0,0,1
Volkswagen,Jetta,2010,42021,Diesel,Manual,First,0,1968,5,545000,blue,29,101,1,1,0,1
Hyundai,Creta,2017,23163,Petrol,Manual,First,15,1591,5,1203000,blue,10,53,4,1,0,1
Mercedes-Benz,New,2011,50000,Petrol,Automatic,Second,12,1796,5,850000,grey,19,118,4,0,2,5
Mini,Cooper,2014,11900,Petrol,Automatic,First,17,1998,4,2850000,blue,20,50,4,0,0,1
Hyundai,Santro,2006,108000,Petrol,Manual,Second,17,1086,5,120000,brown,10,159,4,1,2,2
Toyota,Etios,2013,37000,Diesel,Manual,First,24,1364,5,575000,black,28,72,1,1,0,0
Honda,Brio,2014,30000,Petrol,Manual,Second,19,1198,5,320000,red,9,31,4,1,2,8
Maruti,Baleno,2018,12831,Petrol,Automatic,First,21,1197,5,989000,red,18,25,4,0,0,8
Skoda,Laura,2012,143017,Diesel,Automatic,First,20,1968,5,658000,red,25,106,1,0,0,8
Hyundai,EON,2018,13102,Petrol,Manual,First,21,814,5,405999,blue,10,61,4,1,0,1
Renault,Captur,2019,24950,Diesel,Manual,First,20,1461,5,1337000,black,24,38,1,1,0,0
BMW,5,2011,57832,Diesel,Automatic,First,16,2993,5,2582000,custom,2,3,1,0,0,3
Maruti,Alto,2016,34267,Petrol,Manual,First,23,796,5,374000,red,18,15,4,1,0,8
Volvo,V40,2015,33000,Diesel,Automatic,Second,17,1984,5,2200000,brown,30,180,1,0,2,2
Maruti,Wagon R,2007,55100,Petrol,Manual,First,19,998,5,145000,red,18,189,4,1,0,8
Honda,City,2008,40000,Petrol,Manual,First,18,1497,5,200000,white,9,44,4,1,0,10
Maruti,Eeco,2017,31841,CNG,Manual,First,15,1196,5,470000,red,18,64,0,1,0,8
Chevrolet,Enjoy,2014,15000,Petrol,Manual,First,14,1399,8,375000,white,4,68,4,1,0,10
Mahindra,Bolero,2016,82756,Diesel,Manual,First,16,2523,7,770000,white,17,28,1,1,0,10
Hyundai,Santro,2012,50243,Petrol,Manual,First,0,1086,5,335000,white,10,159,4,1,0,10
Hyundai,EON,2014,20600,Petrol,Manual,First,21,814,5,260000,white,10,61,4,1,0,10
Hyundai,Creta,2017,29952,Petrol,Automatic,First,13,1591,5,1377000,black,10,53,4,0,0,0
Volkswagen,Vento,2017,15000,Petrol,Manual,Second,16,1598,5,710000,black,29,181,4,1,2,0
Honda,Civic,2008,61938,Petrol,Automatic,Second,13,1799,5,265000,black,9,45,4,0,2,0
Tata,Indica,2014,67000,Diesel,Manual,First,22,1248,5,250000,black,27,96,1,1,0,0
Mahindra,XUV500,2013,61672,Diesel,Manual,First,16,2179,7,753000,white,17,201,1,1,0,10
Hyundai,i20,2017,26185,Petrol,Manual,First,19,1197,5,798000,white,10,210,4,1,0,10
Audi,Q5,2014,38000,Diesel,Automatic,Second,14,1968,5,3900000,silver,1,136,1,0,2,9
Maruti,Ritz,2011,67000,Petrol,Manual,Second,19,1197,5,225000,silver,18,145,4,1,2,9
Mitsubishi,Cedia,2010,66000,Petrol,Manual,Second,13,1999,5,385000,grey,21,41,4,1,2,5
Toyota,Innova,2015,80883,Diesel,Manual,First,13,2494,7,1350000,silver,28,98,1,1,0,9
Maruti,Celerio,2016,80219,Diesel,Manual,First,28,793,5,350000,blue,18,42,1,1,0,1
Maruti,S-Cross,2018,12923,Diesel,Manual,First,25,1248,5,892000,white,18,149,1,1,0,10
Audi,Q3,2016,86642,Diesel,Automatic,First,15,1968,5,2037000,white,1,135,1,0,0,10
BMW,3,2016,19235,Diesel,Automatic,First,22,1995,5,3650000,black,2,2,1,0,0,0
Audi,Q7,2016,51002,Diesel,Automatic,First,11,4134,7,4891000,black,1,137,1,0,0,0
Hyundai,i20,2016,6800,Petrol,Manual,First,19,1197,5,720000,black,10,210,4,1,0,0
Renault,Duster,2012,82749,Diesel,Manual,First,19,1461,5,599000,black,24,57,1,1,0,0
Hyundai,Xcent,2016,51000,Diesel,Manual,First,24,1120,5,525000,red,10,202,1,1,0,8
Ford,Ecosport,2014,31465,Diesel,Manual,First,23,1498,5,650000,green,8,63,1,1,0,4
Volkswagen,Polo,2013,76476,Petrol,Manual,First,16,1198,5,440000,green,29,131,4,1,0,4
Hyundai,Grand,2017,14000,Diesel,Manual,First,24,1120,5,459999,silver,10,91,1,1,0,9
Tata,Manza,2013,47000,Diesel,Manual,First,21,1248,5,295000,silver,27,112,1,1,0,9
Honda,City,2011,48466,Petrol,Manual,First,17,1497,5,326000,orange,9,44,4,1,0,6
Hyundai,Santro,2008,46000,Petrol,Manual,Second,18,1086,5,222000,black,10,159,4,1,2,0
Toyota,Innova,2012,162663,Diesel,Manual,First,13,2494,7,1050000,white,28,98,1,1,0,10
Maruti,Ciaz,2017,25142,Diesel,Manual,First,28,1248,5,826000,white,18,43,1,1,0,10
Toyota,Fortuner,2013,69000,Diesel,Manual,First,13,2982,7,1445000,silver,28,79,1,1,0,9
Ford,Fiesta,2009,80524,Petrol,Manual,Second,15,1596,5,250000,grey,8,76,4,1,2,5
Mercedes-Benz,E-Class,2018,26405,Petrol,Automatic,First,13,1950,5,5143000,silver,19,60,4,0,0,9
Mercedes-Benz,New,2014,45000,Diesel,Manual,First,16,2148,5,2300000,silver,19,118,1,1,0,9
Skoda,Yeti,2012,64284,Diesel,Manual,First,18,1968,5,550000,white,25,205,1,1,0,10
Hyundai,Grand,2015,27000,Petrol,Manual,First,19,1197,5,450000,white,10,91,4,1,0,10
Ford,Figo,2018,3678,Petrol,Manual,First,18,1196,5,680000,silver,8,77,4,1,0,9
Skoda,Octavia,2013,21000,Petrol,Manual,First,17,1395,5,875000,silver,25,121,4,1,0,9
Renault,Duster,2015,67000,Diesel,Manual,Second,20,1461,5,700000,white,24,57,1,1,2,10
Land,Rover,2015,24000,Diesel,Automatic,Second,16,1999,5,3350000,silver,16,146,1,0,2,9
Ford,Figo,2011,75000,Diesel,Manual,Second,20,1399,5,225000,black,8,77,1,1,2,0
Ford,Endeavour,2008,179000,Diesel,Automatic,Second,13,2953,7,424000,blue,8,67,1,0,2,1
Toyota,Fortuner,2017,47198,Diesel,Manual,First,13,2982,7,2842000,blue,28,79,1,1,0,1
Volkswagen,Polo,2012,52000,Diesel,Manual,First,22,1199,5,275000,black,29,131,1,1,0,0
Maruti,Ritz,2011,91000,Diesel,Manual,First,23,1248,5,300000,silver,18,145,1,1,0,9
Nissan,Micra,2013,60000,Diesel,Manual,First,23,1461,5,355000,blue,22,113,1,1,0,1
Hyundai,Verna,2013,37873,Diesel,Manual,First,22,1582,5,480000,black,10,184,1,1,0,0
BMW,5,2011,31000,Petrol,Automatic,First,11,2497,5,1350000,blue,2,3,4,0,0,1
Mercedes-Benz,GLS,2017,129000,Diesel,Automatic,First,11,2987,7,5600000,white,19,87,1,0,0,10
Honda,CR-V,2004,78000,Petrol,Automatic,First,12,2354,5,399000,blue,9,35,4,0,0,1
Hyundai,Creta,2016,32000,Diesel,Automatic,First,17,1582,5,1550000,silver,10,53,1,0,0,9
Hyundai,i10,2010,59000,Petrol,Manual,Second,20,1086,5,231999,black,10,209,4,1,2,0
Mercedes-Benz,A,2016,35437,Diesel,Automatic,First,20,2143,5,1857999,grey,19,7,1,0,0,5
Maruti,Ertiga,2014,98000,Petrol,Manual,First,16,1373,7,550000,grey,18,69,4,1,0,5
Skoda,Octavia,2006,72000,Diesel,Manual,Second,19,1896,5,320000,black,25,121,1,1,2,0
Honda,Amaze,2015,79000,Petrol,Manual,First,18,1198,5,400000,black,9,16,4,1,0,0
Maruti,Zen,2004,29000,Petrol,Manual,First,17,993,5,160000,black,18,207,4,1,0,0
Maruti,SX4,2013,66012,Petrol,Manual,First,16,1586,5,415000,white,18,155,4,1,0,10
Honda,Brio,2014,35000,Petrol,Automatic,First,17,1198,5,425000,black,9,31,4,0,0,0
Maruti,Wagon R,2011,75000,Petrol,Manual,First,19,998,5,260000,black,18,189,4,1,0,0
Toyota,Camry,2008,80000,Petrol,Automatic,Second,12,2362,5,343000,black,28,36,4,0,2,0
Chevrolet,Beat,2012,32717,Petrol,Manual,First,19,1199,5,254999,white,4,26,4,1,0,10
Toyota,Fortuner,2017,25000,Diesel,Automatic,First,13,2982,7,3200000,white,28,79,1,0,0,10
Ford,Ecosport,2014,79000,Diesel,Manual,First,23,1498,5,625000,black,8,63,1,1,0,0
Maruti,Swift,2010,86000,Diesel,Manual,Second,18,1248,5,360000,grey,18,169,1,1,2,5
Mercedes-Benz,S,2010,137000,Diesel,Automatic,First,14,2987,5,1850000,blue,19,147,1,0,0,1
Honda,Mobilio,2015,25000,Petrol,Manual,Second,17,1497,7,425000,white,9,114,4,1,2,10
Hyundai,Grand,2017,8500,Petrol,Manual,Second,19,1197,5,480000,green,10,91,4,1,2,4
Mahindra,XUV500,2015,34000,Diesel,Automatic,First,16,2179,7,1300000,grey,17,201,1,0,0,5
Skoda,Fabia,2012,41629,Petrol,Manual,Second,15,1598,5,225000,green,25,75,4,1,2,4
Hyundai,Santro,2009,80227,Petrol,Manual,First,18,1086,5,229999,green,10,159,4,1,0,4
Hyundai,Creta,2019,8587,Petrol,Manual,First,15,1591,5,1356000,green,10,53,4,1,0,4
Mahindra,Scorpio,2017,30000,Diesel,Manual,First,15,1997,7,1225000,green,17,161,1,1,0,4
Skoda,Rapid,2013,64186,Diesel,Manual,First,21,1598,5,376000,silver,25,142,1,1,0,9
Renault,Duster,2015,76427,Diesel,Manual,First,19,1461,5,858000,silver,24,57,1,1,0,9
BMW,X5,2011,75000,Diesel,Automatic,First,12,2993,5,2750000,silver,2,193,1,0,0,9
Toyota,Etios,2013,27075,Petrol,Manual,First,18,1496,5,495000,silver,28,72,4,1,0,9
Maruti,Wagon R,2012,30000,Petrol,Manual,First,23,998,5,330000,white,18,189,4,1,0,10
Hyundai,Creta,2016,69434,Petrol,Manual,First,16,1591,5,800000,grey,10,53,4,1,0,5
Maruti,Celerio,2014,56000,Petrol,Manual,First,23,998,5,279000,black,18,42,4,1,0,0
Land,Rover,2017,49275,Diesel,Automatic,First,13,2179,5,4564000,black,16,146,1,0,0,0
Chevrolet,Beat,2014,8700,Petrol,Manual,First,19,1199,5,254999,black,4,26,4,1,0,0
Tata,Nano,2014,18000,Petrol,Manual,Second,25,624,4,100000,red,27,117,4,1,2,8
Audi,A6,2017,41041,Diesel,Automatic,First,18,1968,5,3756000,silver,1,11,1,0,0,9
Mercedes-Benz,E-Class,2009,80464,Diesel,Automatic,Second,11,2987,5,928999,red,19,60,1,0,2,8
Maruti,Swift,2019,20667,Petrol,Manual,First,22,1197,5,637000,white,18,169,4,1,0,10
Fiat,Linea,2013,60283,Petrol,Manual,First,15,1368,5,298000,black,6,107,4,1,0,0
Maruti,Swift,2017,31696,Petrol,Manual,First,20,1197,5,575000,red,18,169,4,1,0,8
Toyota,Fortuner,2010,100000,Diesel,Manual,First,12,2982,7,1300000,black,28,79,1,1,0,0
Maruti,Ertiga,2014,13361,Petrol,Manual,First,16,1373,7,680000,silver,18,69,4,1,0,9
BMW,3,2010,48394,Petrol,Automatic,First,12,1995,5,1049000,brown,2,2,4,0,0,2
Maruti,Ertiga,2014,47399,Petrol,Manual,First,16,1373,7,560000,brown,18,69,4,1,0,2
Honda,City,2010,69000,Petrol,Automatic,Second,17,1497,5,285000,white,9,44,4,0,2,10
Hyundai,Santa,2013,65278,Diesel,Manual,First,15,2199,7,836000,white,10,158,1,1,0,10
Tata,Indigo,2005,108000,Diesel,Manual,First,17,1405,5,100000,white,27,97,1,1,0,10
